Paramedisch Centrum Hoeksche Waard Klaaswaal,Fysiotherapie,"Industrieweg 7 B, Klaaswaal",0186-571447,http://www.pmc-hoekschewaard.nl
ParaMedisch Centrum Sittard Zuid,Fysiotherapie,"Veestraat 28, Sittard",046-4007707,http://www.paramedischcentrumsittard.nl
Para Medisch Centrum Skagerrak,Organisatie,"Skagerrak 330, Hoofddorp",023-5622449,https://pmc-skagerrak.nl/
"Para Medisch Centrum Skagerrak, locatie Skagerrak",Fysiotherapie,"Skagerrak 330, Hoofddorp",023-5622449,https://pmc-skagerrak.nl/
Paramedisch Centrum Ypenburg,Fysiotherapie,"Laan van Waalhaven 255, Den Haag",070-4154050,http://www.pmcypenburg.nl
"Paramedisch Centrum Zuid West Nederland, locatie Bergen op Zoom, Fysiotherapeuten",Fysiotherapie,"Boerhaaveplein 3, Bergen op Zoom",088-7067960,https://www.pmc-zuidwestnederland.nl
Parck Haven,Verpleeghuiszorg,"Dorpsstraat-Oost 1, Barendrecht",06-30166608,http://www.zorghavengroep.org
Parodontologie en Implantologie Praktijk Hank,Mondzorg,"Kerkstraat 16, Hank",0162-406381,http://www.piph.nl
Parodontologie Praktijk Friesland,Mondzorg,"Bredyk 1 B, Goutum",058-2160462,http://www.parofries.nl
Parodontologie Praktijk Groningen,Mondzorg,"Ubbo Emmiussingel 17, Groningen",050-3130064,https://www.parodontologiepraktijkgroningen.nl/
"Patyna, Zorgwoningen Anna Paulowna",Verpleeghuiszorg,"Anna Paulownastraat 31, Sneek",0515-428100,http://www.patyna.nl
"Paul Klaver, Groepspraktijk voor Fysiotherapie / Medifysio, locatie Bussum Mezenlaan",Fysiotherapie,"Mezenlaan 19 D 1, Bussum",035-6950422,https://www.medifysio.nl/
"PECE Zorg, locatie Lucas Gasselstraat",Fysiotherapie,"Lucas Gasselstraat 43, Eindhoven",085-7823600,https://pece-zorg.nl/
"PelviPlus Bekkenfysiotherapie, locatie Noordwijkerhout",Fysiotherapie,"Westeinde 94, Noordwijkerhout",071-3649398,http://www.pelviplus.nl/
Penders Voetzorg Uden,Podotherapie,"Margrietstraat 16, Uden",0413-256734,https://www.pendersvoetzorg.nl
"PEP Groep, locatie Vuurtorenplein",Geestelijke gezondheidszorg,"Vuurtorenplein 10, Noordwijk",071-3623049,https://www.pep-groep.nl
Perfecta Orthopedie,Hulpmiddelen,"Ferdinand Bolstraat 184, Amsterdam",020-6712897,https://www.centrum-orthopedie.nl
Performenz Instituut,Fysiotherapie,"Louisenburgweg 5, Venlo",077-3521219,http://www.performenz-instituut.nl
Personal Health Plan,Organisatie,"Hadrianussingel 32, Beuningen",06-41741762,https://www.thepersonalhealthplan.nl
"Personal Health Plan, locatie Wijchen",Diëtetiek,"Homberg 2996, Wijchen",06-41741762,https://www.thepersonalhealthplan.nl
Peuterlogopedie,Logopedie,"Westerklief 13, Hippolytushoef",06-21105218,https://www.peuterlogopedie.nl/
"Phase 01 Herstel Begeleiding, locatie Hoorn",Verslavingszorg,"Dal 8, Hoorn",085-0608413,https://www.phase1.nl/
"Philadelphia Zorg Amsterdam e.o., Woonlocatie Amer",Zorg voor mensen met een beperking,"Amer 17, Huizen",0800-0830,http://www.philadelphia.nl
"Philadelphia Zorg Noordwest, Woonlocatie Berkhuis",Zorg voor mensen met een beperking,"Spaarndamseweg 538 CDEF, Haarlem",0800-0830,http://www.philadelphia.nl
"Philadelphia Zorg Oost, Woonlocatie Rijnstraat",Zorg voor mensen met een beperking,"Rijnstraat 2 2-A-4, Nijverdal",0800-0830,http://www.philadelphia.nl
"Philadelphia Zorg West, Woonlocatie De Kieviet",Zorg voor mensen met een beperking,"Reigerlaan 2, Sliedrecht",0800-0830,http://www.philadelphia.nl
"Phizi, locatie Amstelveen",Medisch specialistische zorg,"Laan van Kronenburg 14, Amstelveen",020-2444871,https://www.phizi.nl/
"Phizi, locatie Denekamp",Medisch specialistische zorg,"Oldenzaalsestraat 12 B, Denekamp",020-2444871,https://www.phizi.nl/
Plan B Bedrijfsgezondheidszorg,Arbozorg,"Zuiderkerkstraat 4, Zwolle",06-53499856,http://www.planb-bedrijfsgezondheidszorg.nl/
Pleiter Logopedie & Stottertherapie,Logopedie,"Jan Luijkenstraat 72, Amsterdam",,
Plexus - Buitenveldert,Fysiotherapie,"Noordhollanstraat 59 A, Amsterdam",020-3038223,https://www.plexusamsterdam.nl
"PMC Moleneind, Podotherapie",Podotherapie,"Moleneindstraat 3, Vught",073-6561133,http://www.pmcmoleneind.nl
Podocare Podologie,Podologie,"Kanaalweg 93 E, Utrecht",06-48956389,https://www.podologie-podocare.nl/
Podologiepraktijk Jeantien Roelofs,Podologie,"Platanenlaan 14, Eijsden",06-28799973,
Podologiepraktijk Schoenmakerij Lans,Podologie,"Markt 26, Lochem",0573-254975,http://www.schoenmakerijlans.nl
Podologiepraktijk Snoeren Schoen- en Voetspecialist,Podologie,"Heistraat 2, Teteringen",076-5713444,http://www.snoerenvoetspecialist.nl
Podologiepraktijk Statenkwartier,Podologie,"President Kennedylaan 15, Den Haag",015-8897700,http://www.podologiepraktijkstatenkwartier.nl
"Podopoint Podotherapie, locatie Rijnsburg",Podotherapie,"Burgemeester Koomansplein 1, Rijnsburg",06-49316079,https://www.podopointpodotherapie.nl/
Podopraktijk Haaglanden,Organisatie,"Tempelberg 12, Zoetermeer",079-2033002,https://www.podopraktijkhaaglanden.nl/
"Podopraktijk Haaglanden, locatie Den Haag",Podologie,"Haringkade 2, Den Haag",070-2210075,https://www.podopraktijkhaaglanden.nl/
PodoSense,Podologie,"Heidseweg 48, Heide",0478-746001,https://www.podosense.nl/
"Podotherapie Achterhoek, locatie Varsseveld",Podotherapie,"Prinses Irenestraat 17, Varsseveld",0543-530979,https://www.podotherapieachterhoek.nl/
"Podotherapie Achterhoek, locatie Winterswijk",Podotherapie,"Burgemeester Bosmastraat 2 B, Winterswijk",0543-530979,https://www.podotherapieachterhoek.nl/
Podotherapie A. Knottnerus,Podotherapie,"Van Galenstraat 49, Son en Breugel",0499-840496,
"Podotherapie Bremer, locatie Uden",Podotherapie,"Hurk 201, Uden",0413-331090,http://www.podotherapiebremer.nl
Podotherapie De Bilt - Bilthoven,Podotherapie,"Julianalaan 135, Bilthoven",030-2251117,https://podotherapiedebiltbilthoven.nl/
Podotherapie De Boer Kortgene,Podotherapie,"Stadspolderlaan 2, Kortgene",www.podotherapiedeboer.nl,http://www.podotherapiedeboer.nl
Podotherapie De Boer 's-Heer Arendskerke,Podotherapie,"Boogstraat 46, 's Heer Arendskerke",011-8626708,https://podotherapiedeboer.nl/
Podotherapie Docter,Organisatie,"Bergweg-Noord 41, Bergschenhoek",010-5225513,http://www.podotherapiedocter.nl
"Podotherapie Docter, locatie Bergschenhoek",Podotherapie,"Bergweg-Noord 41, Bergschenhoek",010-5225513,http://www.podotherapiedocter.nl
PodoTherapie Ermelo,Podotherapie,"Schoolpad 1 C, Ermelo",0341-494855,http://www.podo-ermelo.nl
"Podotherapie Hanenburg, locatie Lichtenvoorde",Podotherapie,"Patronaatsstraat 14, Lichtenvoorde",0544-372520,http://www.podotherapiehanenburg.nl
Podotherapie Heerhugowaard,Podotherapie,"Middenweg 53, Heerhugowaard",072-5625411,http://www.podotherapie-heerhugowaard.nl
Podotherapie Hermanns Amsterdam - Amstelbeststraat,Podotherapie,"Amstelbeststraat 56-58, Amsterdam",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie Hermanns Amsterdam - Keizersgracht,Podotherapie,"Keizersgracht 154, Amsterdam",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie Hermanns Amsterdam - Nieuw West,Podotherapie,"Jan Tooropstraat 483, Amsterdam",085-0530033,https://www.podotherapiehermanns.nl/podotherapie-amsterdam-nieuw-west.html
Podotherapie Hermanns Budel,Podotherapie,"Graafschap Hornelaan 2 A, Budel",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie Hermanns Bunde,Podotherapie,"Vliegenstraat 2, Bunde",085-0530033,https://www.podotherapiehermanns.nl/podotherapie-bunde.html
Podotherapie Hermanns Capelle aan den IJssel,Podotherapie,"BErmweg 276, Capelle aan den IJssel",085-0530033,https://www.podotherapiehermanns.nl/podotherapie-capelle-aan-den-ijssel.html
Podotherapie Hermanns Delft - Voorhof,Podotherapie,"Herculesweg 14, Delft",085-0530033,https://www.podotherapiehermanns.nl/locaties/podotherapie-delft/
Podotherapie Hermanns Den Haag - Westerpoli,Podotherapie,"Goudenregenstraat 58, Den Haag",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie Hermanns Nederweert,Podotherapie,"Loverstraat 6, Nederweert",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie Hermanns Pijnacker,Podotherapie,"Floralaan 6, Pijnacker",085-0530033,https://www.podotherapiehermanns.nl/podotherapie-pijnacker.html
Podotherapie Hermanns Rijen,Podotherapie,"Pieter Breughelhof 2, Rijen",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie Hermanns Voerendaal,Podotherapie,"Bernardusplein 5 A, Voerendaal",085-0530033,https://www.podotherapiehermanns.nl
Podotherapie I. Spee,Podotherapie,"Gerard Boedijnstraat 9, Leersum",045-5459818,https://www.podotherapiespee.nl/
"Podotherapie Läken, locatie Valthermond",Podotherapie,"Kavelingen 50 C, Valthermond",0599-820282,https://www.podotherapielaken.nl/
Podotherapie Molenschot-Verbraak,Organisatie,"Het Vierendeel 3, Made",0162-681450,https://www.podotherapiemv.nl/
"Podotherapie Molenschot-Verbraak, locatie Kaatsheuvel",Podotherapie,"Gasthuisstraat 16, Kaatsheuvel",0416-531616,https://www.podotherapiemv.nl/
Podotherapie2Move - Podotherapie van Summeren,Organisatie,"Essendonk 7 A, Breda",076-5422730,https://podotherapievansummeren.nl
"Podotherapie2Move - Podotherapie van Summeren, locatie Breda",Podotherapie,"Essendonk 7 A, Breda",076-5422730,http://www.podotherapievansummeren.nl
"Podotherapie Niveau, locatie Hulsberg",Podotherapie,"Schoolstraat 8, Hulsberg",045-8503023,http://www.podotherapieniveau.nl
Podotherapie Nöllen,Podotherapie,"Postelpark 17, Someren",0493-479050,http://www.podotherapie-nollen.nl
Podotherapiepraktijk Knuvers,Podotherapie,"De Bunders 148, Veghel",0413-365555,http://www.knuversschoenen.nl
"Podotherapiepraktijk Versteegh, locatie Sittard",Podotherapie,"Kromstraat 23, Sittard",046-4521616,http://www.podotherapie-sittard.nl
"Podotherapiepraktijk Wervenschot, locatie Breda",Podotherapie,"Mathenessestraat 55-3, Breda",076-5656889,http://www.podotherapiewervenschot.nl
Podotherapie Rosmalen,Podotherapie,"Koningstraat 82, Rosmalen",073-5221056,http://www.podotherapierosmalen.nl
"Podotherapie Schuts, locatie Heeswijk-Dinther",Podotherapie,"Heilarensestraat 64, Heeswijk-Dinther",0413-310237,https://www.podotherapieschuts.nl/
Podotherapie Seuntiëns,Organisatie,"Kerkstraat 27 D, Eersel",06-53873966,https://www.podotherapie-seuntiens.nl
"Podotherapie Seuntiëns, locatie Eersel",Podotherapie,"Kerkstraat 27 D, Eersel",06-53873966,https://www.podotherapie-seuntiens.nl/
Podotherapie Sharon Beld,Organisatie,"IJsbaanpad 6, Amsterdam",020-5608920,https://www.podotherapiebeld.nl/
"Podotherapie Sharon Beld, hoofdlocatie",Podotherapie,"IJsbaanpad 6, Amsterdam",020-5608920,https://www.podotherapiebeld.nl
Podotherapie Sonja,Organisatie,"Loonsedijk 25, Lage Zwaluwe",06-51793795,https://www.podotherapiesonja.nl
"Podotherapie Sonja, locatie De Merwelanden",Podotherapie,"Haringvlietstraat 515, Dordrecht",06-51793795,https://www.podotherapiesonja.nl
Podotherapie Van Buul,Podotherapie,"Lindestraat 41, Reusel",0497-380295,https://www.podotherapievanbuul.nl
Podotherapie van de Ven,Organisatie,"Witte de Withstraat 57, Hendrik-Ido-Ambacht",06-48695122,https://www.podotherapievandeven.nl/
"Podotherapie van de Ven, locatie Hendrik-Ido-Ambacht",Podotherapie,"Witte de Withstraat 57, Hendrik-Ido-Ambacht",06-48695122,https://www.podotherapievandeven.nl/
Podotherapie Waalwijk Van der Schans,Organisatie,"Burgemeester Verwielstraat 12, Waalwijk",0416-650724,http://www.podotherapiewaalwijk.nl
"Podotherapie Waalwijk Van der Schans, Burgemeester Verwielstraat",Podotherapie,"Burgemeester Verwielstraat 12, Waalwijk",0416-650724,http://www.podotherapiewaalwijk.nl
Podotherapie Wervenschot,Organisatie,"IJsvogelvlinder 9, Oosterhout",0162-457273,http://www.podotherapiewervenschot.nl
Podozorg Rheden,Podotherapie,"Haverweg 55 J, Rheden",085-2736248,https://podozorg-rheden.nl/
Podozorg Westerhaar,Podologie,"Hoofdweg 132 S, Westerhaar-Vriezenveensewijk",0546-658551,http://www.podozorg.nl
"Poliklinische Revalidatiegeneeskunde Nederland, locatie Almelo",Revalidatiezorg,"Leemhorst 1, Almelo",085-0299995,https://prnl.nl/
"Popescu, huisarts",Huisartsenzorg,"Van Swindensingel 42 A, Schiedam",010-4269696,http://www.huisartspopescu.nl
Praktijk Acupunctuur Dr. Sukrisno,Complementaire zorg,"Jan Lievensweg 39, Amstelveen",06-30595629,https://www.doktersukrisno.nl/
"Praktijk Adapt, locatie Apeldoorn",Fysiotherapie,"Zilverschoon 118 C, Apeldoorn",06-36124699,https://praktijkadapt.nl/#sec-9dba
Praktijk Andijk,Fysiotherapie,"Landstraat 5, Andijk",0228-591122,http://www.praktijkandijk.nl
Praktijk Bilderdijk,Huisartsenzorg,"Bilderdijkstraat 2, Oss",0412-624659,https://www.praktijkbilderdijk.nl/
"Praktijk Blom, Huisartsen Ebbingepoort",Huisartsenzorg,"1e Ebbingestraat 18, Kampen",038-3313927,https://huisartsblom.nl/
Praktijk de Berken,Fysiotherapie,"Berkenweg 1, Zuidlaren",06-46407030,http://www.praktijkdeberken.nl
Praktijk De Burcht,Geestelijke gezondheidszorg,"Raadhuislaan 2-051, Werkendam",https://www.praktijkdeburcht.nl/,https://www.praktijkdeburcht.nl/
Praktijk Drs A. Qureshi,Arbozorg,"Terbregseweg 57, Rotterdam",,
"Praktijk Fysiotherapie Paul Hoes, locatie Bergschenhoek",Fysiotherapie,"Burg. van Oostenweg 13, Bergschenhoek",010-5213941,https://fysiobergschenhoek.nl/
"Praktijk Fysiotherapie Paul Hoes, locatie Utrecht, Bernadottelaan",Fysiotherapie,"Bernadottelaan 6 B, Utrecht",030-2917270,https://fysiobergschenhoek.nl/
"Praktijk Fysiotherapie Pellinkhof Groningen, locatie Orionlaan",Fysiotherapie,"Orionlaan 4, Groningen",050-3641118,https://www.fysiopfp.nl/
Praktijk Fysiotherapie Wolters,Fysiotherapie,"Vlissingsestraat 14, Eck en Wiel",0344-693472,http://www.wolters-fysiotherapie.nl/
Praktijk Fysiotherapie Zeeland,Fysiotherapie,"Kerkstraat 25, Zeeland",0486-451503,https://www.praktijkfysiozeeland.nl/
Praktijk Groeneveld,Hulpmiddelen,"Johanniterlaan 3, Harderwijk",0341-423154,https://praktijkgroeneveld.nl/
Praktijk Heeres,Geestelijke gezondheidszorg,"Nicolaes Maesstraat 2, Zaandam",06-35603791,https://www.praktijkheeres.nl/
Praktijk Jongebreur,Oefentherapie,"Lemelerberg 5, Alphen aan den Rijn",0172-434810,http://www.praktijkjongebreur.nl
Praktijk Manueel Therapeuten,Fysiotherapie,"Wilhelminaweg 15 D, Dieren",0313-416175,http://www.manueeltherapeuten.com
Praktijk Moeniralam,Complementaire zorg,"Meidoorn 34, Geldrop",040-2858634,http://praktijkmoeniralam.nl
Praktijk Nilan,Logopedie,"Diamanthorst 189, Den Haag",070-3859026,http://www.praktijknilan.nl
Praktijk Oefentherapie Mensendieck - Amstelveen,Oefentherapie,"Kamillelaan 1 C, Amstelveen",020-6452320,http://www.oefentherapiemensendieck-amstelveen.nl
Praktijk Oppenheim bv,Geestelijke gezondheidszorg,"Beethovenstraat 186 3, Amsterdam",020-6461223,
Praktijk Podotherapie Angélique Gerritsen,Podotherapie,"Veldpoort 26, Swalmen",077-4739850,
Praktijk Podotherapie Elisabeth,Podotherapie,"Van Everdingenstraat 40, Alkmaar",072-5110201,http://www.medischcentrumelisabeth.nl
Praktijk Podotherapie Hilversum,Podotherapie,"Kamerlingh Onnesweg 97, Hilversum",035-6217072,http://www.podotherapiehilversum.nl
Praktijk Podotherapie West-Friesland,Organisatie,"Waterborg 279, Medemblik",0227-543682,https://www.podotherapiewestfriesland.nl
"Praktijk Podotherapie West-Friesland, locatie Medemblik",Podotherapie,"Waterborg 279, Medemblik",0227-543682,http://www.podotherapiewestfriesland.nl
"Praktijk Seksuologie Schade, locatie Gezondheidscentrum Lombok",Geestelijke gezondheidszorg,"Jan Pieterszoon Coenstraat 200, Utrecht",020-2157010,http://www.praktijkseksuologieschade.nl
"Praktijk ten Have, fysiotherapie en ontspanning",Fysiotherapie,"Haldereng 34, Bennekom",0318-418711,http://www.praktijktenhave.nl
Praktijk Truus Salden,Fysiotherapie,"Merwedestraat 41, Stein",046-8501304,https://www.praktijktruussalden.nl/
Praktijk Vandaag Berlicum,Oefentherapie,"Milrooijseweg 57, Berlicum",073-2032475,https://www.praktijkvandaag.com
Praktijk Van Kind tot Ouder,Geestelijke gezondheidszorg,"Elswoutslaan 12, Haarlem",https://www.vankindtotouder.nl,https://www.vankindtotouder.nl
Praktijk van Verloskundigen Geleen,Verloskundige zorg,"Leursstraat 5, Geleen",046-4746000,http://verloskundigengeleen.nl
Praktijk Vita,Oefentherapie,"Zandweg 10, Wijk bij Duurstede",0343-578329,https://praktijkvita.nl/
Praktijk voor acupunctuur en homeopathie S.R. Hakman,Complementaire zorg,"Amsterdamseweg 427, Amstelveen",020-6649664,http://www.arts-acupunctuur-alternatievegeneeswijze-homeopathie-amstelveen.nl
"Praktijk voor Algemene Geneeskunde, Natuurgeneeskunde en Etiopathie, dr. E.K. Lugard",Complementaire zorg,"Bentmaatweg 4, Lonneker",053-4333183,http://www.evelinelugard.nl
Praktijk voor Cesar Oefentherapie Craniosacraaltherapie en Ademtherapie Tongelre,Oefentherapie,"Pagelaan 7, Eindhoven",040-2813463,http://www.cesar-tongelre.nl
Praktijk voor dieet- en voedingsadvies Yvonne van Erp,Organisatie,"Burgemeester de Raadtsingel 15 A, Muiden",06-25140031,https://www.dietist-vanerp.nl/
"Praktijk voor dieet- en voedingsadvies Yvonne van Erp, locatie Muiden",Diëtetiek,"Burgemeester de Raadtsingel 15 A, Muiden",06-25140031,https://www.dietist-vanerp.nl/
Praktijk voor Fysio- en Manuele Therapie A. ten Wolde,Fysiotherapie,"Rooijsestraat 2, Uden",0413-251561,http://www.fysiotenwolde.nl
Praktijk voor Fysio- en Manuele therapie C.G. Bruinsma-Nordkamp,Fysiotherapie,"Beeselseweg 48, Swalmen",0475-600050,http://www.fysiotherapiebruinsma.com
Praktijk voor fysio- en manuele therapie Fysiolibra,Fysiotherapie,"Columbusstraat 282, Den Haag",070-7523523,http://www.fysiolibra.nl
Praktijk voor fysio en manuele therapie Piels,Fysiotherapie,"Kruidenlaan 39, Kerkdriel",0418-633678,http://www.fysiotherapiepiels.nl
Praktijk voor Fysiotherapie Barel-van Zee,Fysiotherapie,"Scheepswerf 18, Leidschendam",070-3271879,http://www.fysiotherapiebarel.nl
Praktijk voor fysiotherapie Boot en Broersen,Fysiotherapie,"Vivaldistraat 67 A, Lisse",0252-421147,http://www.bootenbroersen.com
Praktijk voor Fysiotherapie en Handrevalidatie Zandee,Fysiotherapie,"Jan Ligthartstraat 7, Tiel",0344-622121,http://www.fysiotherapiezandee.nl
Praktijk voor Fysiotherapie en Manuele Therapie 's-Gravenpolder e.o.,Fysiotherapie,"'s Gravenstraat 18, 's-Gravenpolder",0113-311971,http://www.fysiodegoffau.nl
Praktijk voor Fysiotherapie en Manuele therapie Singendonk- van Kemenade,Fysiotherapie,"Molenwei 1, Best",0499-399041,https://www.fysiotherapie-singendonk.nl
Praktijk voor Fysiotherapie en Manuele Therapie Tolberg,Fysiotherapie,"Distelberg 39, Roosendaal",0165-563597,http://www.praktijktolberg.nl
Praktijk voor Fysiotherapie en manuele therapie Wijckerborgh,Fysiotherapie,"Jacob van Deventerstraat 171, Beverwijk",0251-222025,http://www.wijckerborgh.nl
Praktijk voor Fysiotherapie en Oefentherapie Gerard van Vliet,Fysiotherapie,"Kanaalstraat 60 D, Roden",050-5016554,http://www.cesartherapieroden.nl
Praktijk voor fysiotherapie F.J.J. Roelants,Fysiotherapie,"Rozenstraat 1, Barneveld",0342-412394,http://www.roelantsfysiotherapie.nl
Praktijk voor Fysiotherapie H.G. Huisman,Fysiotherapie,"Gulden Hoeve 2, Vleuten",030-6771343,http://www.hghuismanfysiotherapie.nl
Praktijk voor fysiotherapie Honné/ Hendricks,Organisatie,"Van Horneplein 3, Horn",0475-581536,https://gezondheidscentrumhonnee.nl/
"Praktijk voor fysiotherapie Honné/ Hendricks, locatie Horn",Fysiotherapie,"Van Horneplein 3, Horn",0475-581536,http://www.gezondheidscentrumhonnee.nl
Praktijk voor fysiotherapie & manuele therapie Zeeheldenkwartier,Fysiotherapie,"Elandstraat 77 A, Den Haag",070-3454568,https://www.fysiotherapiezeeheldenkwartier.nl/
Praktijk voor Fysiotherapie Noord-Beveland,Fysiotherapie,"Molenweg 47, Kamperland",0113-371427,
Praktijk voor Fysiotherapie Overveen,Fysiotherapie,"Bloemendaalseweg 228, Overveen",023-5254543,https://www.fysiotherapieoverveen.nl/
Praktijk voor Fysiotherapie Smeele,Fysiotherapie,"Industrieweg 9 C, Vught",073-6565877,
Praktijk voor Fysiotherapie Van Iersel en Schreurs,Fysiotherapie,"Kerkpad 1, Overloon",0478-641942,
Praktijk voor fysiotherapie van Wetering,Fysiotherapie,"Fluitekruidbeemd 46, Valkenswaard",040-2019108,http://www.fysiotherapievanwetering.nl
Praktijk voor homeopathie en neuraaltherapie Groningen,Complementaire zorg,"Onderwierum 8, Onderdendam",050-5493355,http://www.dokterjansen.net
Praktijk voor Huidtherapie Gelderland Zuid,Huidtherapie,"Lambartus van Ingenstraat 6, Ochten",0344-667749,http://www.phgz.nl
"Praktijk voor Injectables, locatie Enschede",Medisch specialistische zorg,"Wesseler-Nering 60-14, Enschede",https://www.praktijkvoorinjectables.nl,https://www.praktijkvoorinjectables.nl
Praktijk voor klassieke homeopathie W. Stoof,Complementaire zorg,"Herman de Manstraat 15, Harderwijk",0341-492939,http://www.homeopathie-harderwijk.nl
"Praktijk voor mondhygiëne, Anneke Kelderman",Mondzorg,"Hogestraatje 3, Zutphen",0575-572636,https://www.mondhygienezutphen.nl
Praktijk voor Mondhygiëne Bongers,Mondzorg,"Van Millenstraat 8, Venlo",077-3515766,
Praktijk voor mondhygiëne de Dreef,Mondzorg,"Schooneggendreef 27 M, Utrecht",06-53992621,http://www.mondzorgdedreef.nl
Praktijk voor mondhygiëne E.S. Santing,Mondzorg,"Zwingel 4, Hardenberg",06 52224665,http://www.mondhygienehardenberg.nl
Praktijk voor Mondhygiëne J.K. Faerber,Mondzorg,"Schanshoek 7 A, Amstelveen",020-4539878,http://www.amstelveen-mondhygiene.nl
"Praktijk voor Mondhygiëne Lilian Schouten, locatie Deurne",Mondzorg,"Fabriekstraat 24, Deurne",0492-664644,http://www.lilian-schouten.nl
Praktijk voor Mondhygiëne M.M. Ellis-Karsters,Mondzorg,"Tielseweg 20, Kerk-Avezaath",0344-682428,http://www.betergebit.nl
Praktijk voor Mondhygiëne Nannen en Grimbergen,Mondzorg,"Anthony Fokkerweg 80, Hilversum",035-6470901,http://www.nannenengrimbergen.nl
Praktijk voor Mondhygiëne Oud-Zuid,Mondzorg,"Pijnackerstraat 20, Amsterdam",020-4712203,http://www.mondhygieneoud-zuid.nl
Praktijk voor Mondhygiëne Roden,Mondzorg,"Weidebloemenweg 54, Roden",050-5011139,http://www.mondhygieneroden.nl
Praktijk voor Mondverzorging,Mondzorg,"Fazantstraat 180, Alphen aan den Rijn",0172-653651,http://www.praktijkvoormondverzorging.com
Praktijk voor mondverzorging Hoorn,Mondzorg,"Nieuwe Steen 24 C, Hoorn",0229-231231,http://www.demondhygienisthoorn.nl
Praktijk voor Mondzorg en Preventie D. List,Mondzorg,"Hollandse Hout 144, Lelystad",0320-331107,
Praktijk voor Oefentherapie Cesar Leerdam,Organisatie,"Koningin Emmalaan 82, Leerdam",0345-619888,http://www.cesarleerdam.nl
"Praktijk voor Oefentherapie Cesar Leerdam, locatie Leerdam",Oefentherapie,"Koningin Emmalaan 82, Leerdam",0345-619888,http://www.cesarleerdam.nl
Praktijk voor Orthomoleculaire en Natuurgeneeskunde,Complementaire zorg,"Alberdingk Thijmlaan 31, Heemstede",023-5747225,
"Praktijk voor Osteopathie Anneke van Sas, locatie Woudrichem",Fysiotherapie,"Jacoba van Beierenstraat 4, Woudrichem",0183-820243,http://www.osteopathievansas.nl
Praktijk voor Osteopathie Smolders,Fysiotherapie,"Prins Constantijnlaan 1, Waalre",040-2131482,http://www.osteopathie-smolders.nl
Praktijk voor Podotherapie H.P.M. van Iersel Moergestel,Podotherapie,"Raadhuisstraat 32 A, Moergestel",013-5054027,http://www.podotherapievaniersel.nl
"Praktijk voor Psychiatrie Erik van Duijn, locatie Haarlem",Geestelijke gezondheidszorg,"Nieuwe Gracht 37, Haarlem",06-38532641,https://www.erikvanduijn.nl/
"Praktijk voor Psychologie, locatie Huisartspraktijk De Wedren",Geestelijke gezondheidszorg,"Waldeck Pyrmontsingel 69, Nijmegen",06-23388225,https://praktijkvoorpsychologie.net/
Praktijk voor Psychologie van den Ingh,Geestelijke gezondheidszorg,"Willem de Zwijgerstraat 1, Doetinchem",06-14786026,https://vandeninghpsychologie.nl/
Praktijk voor Psychologische Hulp en Psychotherapie,Geestelijke gezondheidszorg,"Rooseveltstraat 36, Doetinchem",0314-340766,http://www.psychologischehulpenpsychotherapie.nl
Praktijk voor psychotherapie Sylvia Tempelman,Geestelijke gezondheidszorg,"Speenkruidstraat 8 A, Den Haag",070-3235404,http://www.sylviatempelman.nl
Praktijk voor Tandheelkunde De Kleine Drift,Mondzorg,"Kleine Drift 29 A, Hilversum",035-6468686,
Praktijk voor Tandheelkunde & Orthodontie Oosterstraat,Mondzorg,"Oosterstraat 1, Baarn",035-5417807,http://www.mijntandartsbaarn.nl
Praktijk Zuiderterras,Oefentherapie,"Zuiderterras 1, Rotterdam",010-4807845,https://praktijkzuiderterras.nl/
Priksmurf.nl - Praktijk voor medische acupunctuur,Complementaire zorg,"Rijksstraatweg 210, Teuge",06-54215375,http://www.priksmurf.nl
"Prima Porta Huisartsen, Praktijk Kramer",Huisartsenzorg,"Koningin Wilhelminalaan 7, Naarden",035-6942492,http://primaporta.praktijkinfo.nl
Profysic Sportpodotherapie,Organisatie,"Karel de Grotelaan 349, Eindhoven",040-2510003,https://www.profysic.nl
"Profysic Sportpodotherapie, locatie Eindhoven",Podotherapie,"Karel de Grotelaan 349, Eindhoven",040-2510003,https://www.profysic.nl
"Pro Persona, Kompas",Forensisische zorg,"Wolfheze 2, Wolfheze",026-4833140,http://www.propersona.nl
Proteion Expertise en Behandeling,Organisatie,"Westhoven 5, Roermond",0475-587475,https://www.proteion.nl/
Proteion ouderengeneeskunde,Overige zorg,"Westhoven 5, Thorn",0475-587538,https://www.proteion.nl/
Psychiater Praktijk Hoek,Geestelijke gezondheidszorg,"Bunderstraat 124, Meerssen",043-3110558,https://www.psychiaterpraktijkhoek.nl
Psychiatriepraktijk Postmes,Geestelijke gezondheidszorg,"Herengracht 500 IV, Amsterdam",06-41284845,http://www.1np.nl
Psychiatrische Praktijk Oudemans,Geestelijke gezondheidszorg,"Doude van Troostwijkstraat 2 A, Abcoude",0294-282628,
